timestamp,qw,qx,qy,qz,altitude,ax,ay,az,gx,gy,gz,temp
4948167,0.99,0.11,0.07,-0.01,-0.03,-1.37,2.10,9.66,-0.01,-0.03,-0.02,27.65
4957782,0.99,0.11,0.07,-0.01,-0.03,-1.37,2.10,9.66,-0.01,0.04,-0.02,27.65
4967397,0.99,0.11,0.07,-0.01,-0.03,-1.36,2.10,9.67,-0.01,-0.03,-0.02,27.65
4977012,0.99,0.11,0.07,-0.01,0.14,-1.35,2.10,9.67,-0.08,-0.03,-0.02,27.60
4986627,0.99,0.11,0.07,-0.01,0.14,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.60
4996242,0.99,0.11,0.07,-0.01,0.14,-1.36,2.10,9.65,-0.08,0.04,-0.02,27.62
5005857,0.99,0.11,0.07,-0.01,0.14,-1.36,2.11,9.66,-0.01,-0.03,-0.02,27.62
5015472,0.99,0.11,0.07,-0.01,0.14,-1.36,2.11,9.66,-0.01,0.04,-0.02,27.64
5025087,0.99,0.11,0.07,-0.01,0.14,-1.36,2.11,9.67,-0.08,-0.03,-0.02,27.64
5034702,0.99,0.11,0.07,-0.01,-0.10,-1.35,2.10,9.66,-0.08,0.04,-0.02,27.58
5044317,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.10,9.66,-0.08,-0.03,-0.02,27.58
5053932,0.99,0.11,0.07,-0.01,-0.10,-1.35,2.10,9.66,-0.01,-0.03,-0.02,27.61
5063547,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.65,-0.01,0.04,-0.02,27.61
5073162,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.10,9.66,-0.01,0.04,0.05,27.64
5082777,0.99,0.11,0.07,-0.01,-0.10,-1.38,2.11,9.67,-0.01,0.04,0.05,27.64
5092392,0.99,0.11,0.07,-0.01,-0.10,-1.38,2.09,9.64,0.06,0.04,-0.02,27.64
5102007,0.99,0.11,0.07,-0.01,-0.21,-1.35,2.10,9.66,0.13,0.04,0.05,27.64
5111622,0.99,0.11,0.07,-0.01,-0.21,-1.35,2.10,9.66,0.13,0.04,-0.02,27.60
5121237,0.99,0.11,0.07,-0.01,-0.21,-1.37,2.10,9.66,0.13,0.04,-0.02,27.60
5130852,0.99,0.11,0.07,-0.01,-0.21,-1.36,2.11,9.67,0.06,0.04,-0.02,27.62
5140467,0.99,0.11,0.07,-0.01,-0.21,-1.39,2.11,9.65,-0.01,0.04,0.05,27.62
5150082,0.99,0.11,0.07,-0.01,-0.21,-1.37,2.11,9.66,-0.01,0.04,-0.02,27.62
5159697,0.99,0.11,0.07,-0.01,-0.21,-1.35,2.11,9.64,-0.01,-0.03,0.05,27.62
5169312,0.99,0.11,0.07,-0.01,-0.18,-1.36,2.10,9.65,-0.01,0.04,-0.02,27.61
5178927,0.99,0.11,0.07,-0.01,-0.18,-1.36,2.10,9.65,-0.01,0.04,-0.02,27.61
5188542,0.99,0.11,0.07,-0.01,-0.18,-1.37,2.11,9.66,0.06,0.04,-0.02,27.63
5198157,0.99,0.11,0.07,-0.01,-0.18,-1.37,2.10,9.65,0.06,0.04,-0.02,27.63
5207772,0.99,0.11,0.07,-0.01,-0.18,-1.36,2.10,9.66,-0.01,0.04,-0.02,27.64
5217387,0.99,0.11,0.07,-0.01,-0.18,-1.36,2.10,9.66,-0.08,0.04,0.05,27.64
5227002,0.99,0.11,0.07,-0.01,-0.18,-1.36,2.10,9.65,-0.01,0.04,0.05,27.63
5236617,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.10,9.65,0.06,0.04,0.05,27.63
5246232,0.99,0.11,0.07,-0.01,-0.08,-1.34,2.10,9.65,-0.01,-0.03,0.05,27.62
5255847,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.10,9.66,-0.01,0.04,0.05,27.62
5265462,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.11,9.66,0.06,0.04,-0.02,27.63
5275077,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.11,9.65,-0.01,0.04,0.05,27.63
5284692,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.08,9.67,-0.01,0.04,0.05,27.63
5294307,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.11,9.64,-0.08,0.04,0.05,27.67
5303922,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.10,9.65,0.06,0.04,0.05,27.67
5313537,0.99,0.11,0.07,-0.01,-0.01,-1.36,2.10,9.66,0.13,0.04,-0.02,27.62
5323152,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.11,9.66,0.13,0.04,-0.02,27.62
5332767,0.99,0.11,0.07,-0.01,-0.01,-1.37,2.12,9.66,-0.08,-0.03,-0.02,27.61
5342382,0.99,0.11,0.07,-0.01,-0.01,-1.37,2.12,9.66,-0.22,-0.03,0.05,27.61
5351997,0.99,0.11,0.07,-0.01,-0.01,-1.34,2.10,9.66,-0.15,0.04,-0.02,27.60
5361612,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.10,9.65,-0.01,0.04,-0.02,27.60
5371227,0.99,0.11,0.07,-0.01,-0.13,-1.35,2.11,9.65,0.06,-0.03,-0.02,27.62
5380842,0.99,0.11,0.07,-0.01,-0.13,-1.38,2.12,9.66,-0.01,-0.03,-0.02,27.62
5390457,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.12,9.66,-0.08,-0.03,-0.02,27.62
5400072,0.99,0.11,0.07,-0.01,-0.13,-1.35,2.11,9.66,-0.15,-0.03,-0.02,27.62
5409687,0.99,0.11,0.07,-0.01,-0.13,-1.36,2.10,9.66,-0.15,-0.03,-0.02,27.61
5419302,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.12,9.66,-0.08,-0.03,0.05,27.61
5428917,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.11,9.66,-0.01,0.04,-0.02,27.65
5438532,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.11,9.66,-0.01,0.04,-0.02,27.65
5448147,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.11,9.64,-0.08,-0.03,-0.02,27.60
5457762,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.11,9.66,-0.08,-0.03,-0.02,27.60
5467377,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.10,9.65,-0.08,-0.03,-0.02,27.65
5476992,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.12,9.66,-0.08,-0.03,-0.02,27.65
5486607,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.12,9.66,-0.08,-0.03,-0.02,27.68
5496222,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.10,9.64,-0.08,0.04,-0.02,27.68
5505837,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.12,9.65,-0.08,0.04,-0.02,27.64
5515452,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.64
5525067,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.12,9.65,-0.01,-0.03,-0.02,27.63
5534682,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.63
5544297,0.99,0.11,0.07,-0.01,-0.10,-1.38,2.11,9.65,-0.15,-0.03,-0.02,27.63
5553912,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.12,9.64,-0.08,0.04,-0.02,27.63
5563527,0.99,0.11,0.07,-0.01,-0.20,-1.36,2.10,9.63,-0.01,0.04,-0.02,27.66
5573142,0.99,0.11,0.07,-0.01,-0.20,-1.37,2.11,9.65,-0.08,0.04,-0.02,27.66
5582757,0.99,0.11,0.07,-0.01,-0.20,-1.35,2.11,9.66,-0.08,-0.03,-0.02,27.63
5592372,0.99,0.11,0.07,-0.01,-0.20,-1.38,2.12,9.66,-0.08,-0.03,-0.02,27.63
5601987,0.99,0.11,0.07,-0.01,-0.20,-1.37,2.10,9.66,-0.08,-0.03,-0.02,27.66
5611602,0.99,0.11,0.07,-0.01,-0.20,-1.37,2.11,9.65,-0.08,-0.03,-0.02,27.66
5621217,0.99,0.11,0.07,-0.01,-0.20,-1.38,2.12,9.64,-0.08,-0.03,-0.02,27.64
5630832,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.12,9.64,-0.08,-0.03,-0.02,27.64
5640447,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.11,9.67,-0.08,-0.03,-0.02,27.62
5650062,0.99,0.11,0.07,-0.01,-0.13,-1.38,2.12,9.63,-0.08,-0.03,-0.02,27.62
5659677,0.99,0.11,0.07,-0.01,-0.13,-1.38,2.11,9.66,-0.08,-0.03,-0.09,27.64
5669292,0.99,0.11,0.07,-0.01,-0.13,-1.37,2.12,9.66,-0.08,0.04,-0.02,27.64
5678907,0.99,0.11,0.07,-0.01,-0.13,-1.36,2.11,9.66,-0.08,0.04,-0.02,27.64
5688522,0.99,0.11,0.07,-0.01,-0.01,-1.35,2.11,9.65,-0.08,0.04,-0.02,27.61
5698137,0.99,0.11,0.07,-0.01,-0.01,-1.35,2.11,9.64,-0.08,0.04,-0.02,27.61
5707752,0.99,0.11,0.07,-0.01,-0.01,-1.37,2.12,9.64,-0.15,-0.03,-0.02,27.61
5717367,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.12,9.67,-0.08,-0.03,-0.02,27.61
5726982,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.11,9.66,-0.01,-0.03,-0.02,27.62
5736597,0.99,0.11,0.07,-0.01,-0.01,-1.33,2.12,9.61,-0.08,-0.03,-0.02,27.62
5746212,0.99,0.11,0.07,-0.01,-0.01,-1.44,2.07,9.70,-0.43,0.18,0.12,27.64
5755827,0.99,0.11,0.07,-0.01,-0.07,-1.34,2.12,9.65,0.76,0.04,-0.02,27.64
5765442,0.99,0.11,0.07,-0.01,-0.07,-1.34,2.13,9.63,0.27,-0.03,0.26,27.61
5775057,0.99,0.11,0.07,-0.01,-0.07,-1.40,2.09,9.61,-0.08,0.11,0.26,27.61
5784672,0.99,0.11,0.07,-0.01,-0.07,-1.31,2.14,9.73,-0.01,0.11,-0.09,27.63
5794287,0.99,0.11,0.07,-0.01,-0.07,-1.43,2.09,9.66,-0.08,0.18,0.33,27.63
5803902,0.99,0.11,0.07,-0.01,-0.07,-1.34,2.17,9.65,0.27,-0.03,-0.02,27.66
5813517,0.99,0.11,0.07,-0.01,-0.07,-1.36,2.11,9.66,-0.57,-0.24,0.40,27.66
5823132,0.99,0.11,0.07,-0.01,-0.19,-1.35,2.13,9.64,-0.43,-0.45,0.68,27.61
5832747,0.99,0.11,0.07,-0.01,-0.19,-1.39,2.09,9.66,-0.71,-0.17,0.68,27.61
5842362,0.99,0.11,0.07,-0.01,-0.19,-1.38,2.10,9.68,-0.08,0.04,-0.02,27.61
5851977,0.99,0.11,0.07,-0.01,-0.19,-1.36,2.13,9.64,0.34,-0.10,-0.02,27.61
5861592,0.99,0.11,0.07,-0.01,-0.19,-1.36,2.12,9.65,-0.22,-0.10,-0.02,27.61
5871207,0.99,0.11,0.07,-0.01,-0.19,-1.37,2.08,9.66,-0.36,-0.03,0.05,27.61
5880822,0.99,0.11,0.07,-0.01,-0.19,-1.36,2.09,9.66,-0.01,0.04,-0.02,27.62
5890437,0.99,0.11,0.07,-0.01,0.04,-1.36,2.11,9.65,0.13,0.04,-0.02,27.62
5900052,0.99,0.11,0.07,-0.01,0.04,-1.36,2.13,9.64,-0.15,-0.10,-0.02,27.62
5909667,0.99,0.11,0.07,-0.01,0.04,-1.35,2.10,9.65,-0.29,-0.10,-0.02,27.62
5919282,0.99,0.11,0.07,-0.01,0.04,-1.38,2.09,9.66,-0.01,-0.03,-0.02,27.62
5928897,0.99,0.11,0.07,-0.01,0.04,-1.37,2.13,9.65,-0.01,0.11,-0.02,27.62
5938512,0.99,0.11,0.07,-0.01,0.04,-1.38,2.14,9.65,-0.08,0.04,-0.02,27.65
5948127,0.99,0.11,0.07,-0.01,0.09,-1.35,2.10,9.65,-0.15,-0.10,-0.02,27.65
5957742,0.99,0.11,0.07,-0.01,0.09,-1.35,2.10,9.65,-0.15,-0.10,-0.02,27.65
5967357,0.99,0.11,0.07,-0.01,0.09,-1.35,2.11,9.65,-0.01,-0.03,-0.02,27.65
5976972,0.99,0.11,0.07,-0.01,0.09,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.69
5986587,0.99,0.11,0.07,-0.01,0.09,-1.37,2.12,9.65,-0.15,-0.10,-0.02,27.69
5996202,0.99,0.11,0.07,-0.01,0.09,-1.37,2.11,9.65,-0.15,-0.03,-0.02,27.63
6005817,0.99,0.11,0.07,-0.01,0.09,-1.37,2.11,9.65,-0.08,-0.03,-0.02,27.63
6015432,0.99,0.11,0.07,-0.01,-0.20,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.64
6025047,0.99,0.11,0.07,-0.01,-0.20,-1.37,2.12,9.65,-0.15,-0.03,-0.02,27.64
6034662,0.99,0.11,0.07,-0.01,-0.20,-1.35,2.11,9.64,-0.15,-0.03,-0.09,27.65
6044277,0.99,0.11,0.07,-0.01,-0.20,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.65
6053892,0.99,0.11,0.07,-0.01,-0.20,-1.36,2.11,9.64,-0.15,-0.03,-0.02,27.65
6063507,0.99,0.11,0.07,-0.01,-0.20,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.62
6073122,0.99,0.11,0.07,-0.01,-0.20,-1.37,2.10,9.66,-0.08,-0.03,-0.02,27.62
6082737,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.10,9.65,-0.08,-0.03,-0.02,27.62
6092352,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.10,9.65,-0.08,-0.03,-0.02,27.62
6101967,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.12,9.66,-0.15,-0.03,-0.02,27.66
6111582,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.12,9.66,-0.15,-0.03,-0.02,27.66
6121197,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.12,9.66,-0.15,-0.03,-0.02,27.61
6130812,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.12,9.66,-0.15,-0.03,-0.02,27.61
6140427,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.62
6150042,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.12,9.66,-0.15,-0.03,-0.02,27.62
6159657,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.11,9.65,-0.15,-0.10,-0.02,27.62
6169272,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.13,9.65,-0.08,-0.03,-0.02,27.62
6178887,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.12,9.64,-0.15,-0.03,-0.02,27.62
6188502,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.14,9.66,-0.15,-0.03,-0.02,27.62
6198117,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.12,9.66,-0.15,-0.03,-0.02,27.61
6207732,0.99,0.11,0.07,-0.01,-0.08,-1.37,2.12,9.67,-0.08,0.04,-0.02,27.61
6217347,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.14,9.64,-0.08,-0.03,-0.02,27.61
6226962,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.12,9.64,-0.15,-0.03,-0.02,27.61
6236577,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.11,9.65,-0.15,-0.03,-0.02,27.62
6246192,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.65,-0.08,-0.03,-0.02,27.62
6255807,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.62
6265422,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.11,9.65,-0.08,0.04,-0.02,27.62
6275037,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.12,9.64,-0.15,0.04,-0.02,27.61
6284652,0.99,0.11,0.07,-0.01,-0.22,-1.36,2.11,9.65,-0.08,0.04,-0.02,27.61
6294267,0.99,0.11,0.07,-0.01,-0.22,-1.38,2.14,9.65,-0.08,-0.03,-0.02,27.64
6303882,0.99,0.11,0.07,-0.01,-0.22,-1.37,2.11,9.65,-0.08,-0.03,-0.02,27.64
6313497,0.99,0.11,0.07,-0.01,-0.22,-1.37,2.12,9.65,-0.15,-0.03,-0.09,27.63
6323112,0.99,0.11,0.07,-0.01,-0.22,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.63
6332727,0.99,0.11,0.07,-0.01,-0.22,-1.35,2.14,9.66,-0.15,-0.03,-0.02,27.61
6342342,0.99,0.11,0.07,-0.01,-0.12,-1.37,2.12,9.66,-0.15,-0.03,-0.02,27.61
6351957,0.99,0.11,0.07,-0.01,-0.12,-1.37,2.11,9.65,-0.15,-0.03,0.05,27.65
6361572,0.99,0.11,0.07,-0.01,-0.12,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.65
6371187,0.99,0.11,0.07,-0.01,-0.12,-1.37,2.11,9.65,-0.08,-0.03,-0.02,27.64
6380802,0.99,0.11,0.07,-0.01,-0.12,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.64
6390417,0.99,0.11,0.07,-0.01,-0.12,-1.37,2.11,9.64,-0.15,-0.03,-0.02,27.64
6400032,0.99,0.11,0.07,-0.01,-0.12,-1.37,2.12,9.64,-0.15,-0.03,-0.02,27.64
6409647,0.99,0.11,0.07,-0.01,-0.17,-1.36,2.12,9.66,-0.15,-0.03,-0.02,27.69
6419262,0.99,0.11,0.07,-0.01,-0.17,-1.37,2.12,9.64,-0.15,-0.03,-0.02,27.69
6428877,0.99,0.11,0.07,-0.01,-0.17,-1.38,2.12,9.65,-0.15,-0.03,-0.02,27.68
6438492,0.99,0.11,0.07,-0.01,-0.17,-1.36,2.11,9.65,-0.08,-0.03,-0.02,27.68
6448107,0.99,0.11,0.07,-0.01,-0.17,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.68
6457722,0.99,0.11,0.07,-0.01,-0.17,-1.38,2.12,9.65,-0.15,-0.03,-0.02,27.59
6467337,0.99,0.11,0.07,-0.01,-0.17,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.59
6476952,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.64
6486567,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.64
6496182,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.13,9.66,-0.15,0.04,-0.02,27.66
6505797,0.99,0.11,0.07,-0.01,-0.11,-1.35,2.10,9.67,-0.15,-0.03,-0.02,27.66
6515412,0.99,0.11,0.07,-0.01,-0.11,-1.38,2.11,9.66,-0.15,-0.03,-0.02,27.63
6525027,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.11,9.66,-0.08,-0.03,-0.02,27.63
6534642,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.12,9.65,-0.15,0.04,-0.02,27.61
6544257,0.99,0.11,0.07,-0.01,-0.07,-1.38,2.12,9.63,-0.15,-0.03,-0.09,27.61
6553872,0.99,0.11,0.07,-0.01,-0.07,-1.36,2.12,9.65,-0.15,-0.03,-0.02,27.61
6563487,0.99,0.11,0.07,-0.01,-0.07,-1.36,2.13,9.64,-0.15,-0.03,-0.02,27.61
6573102,0.99,0.11,0.07,-0.01,-0.07,-1.36,2.11,9.63,-0.15,-0.03,-0.02,27.64
6582717,0.99,0.11,0.07,-0.01,-0.07,-1.38,2.11,9.65,-0.15,-0.03,-0.02,27.64
6592332,0.99,0.11,0.07,-0.01,-0.07,-1.36,2.12,9.67,-0.08,-0.03,-0.02,27.63
6601947,0.99,0.11,0.07,-0.01,0.14,-1.37,2.11,9.64,-0.08,-0.03,-0.02,27.63
6611562,0.99,0.11,0.07,-0.01,0.14,-1.36,2.12,9.66,-0.15,-0.03,-0.02,27.66
6621177,0.99,0.11,0.07,-0.01,0.14,-1.37,2.12,9.65,-0.15,-0.03,-0.02,27.66
6630792,0.99,0.11,0.07,-0.01,0.14,-1.35,2.10,9.64,-0.08,-0.03,-0.02,27.65
6640407,0.99,0.11,0.07,-0.01,0.14,-1.37,2.11,9.65,-0.08,-0.03,-0.02,27.65
6650022,0.99,0.11,0.07,-0.01,0.14,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.64
6659637,0.99,0.11,0.07,-0.01,0.14,-1.36,2.12,9.65,-0.15,-0.03,-0.02,27.64
6669252,0.99,0.11,0.07,-0.01,-0.16,-1.37,2.12,9.65,-0.15,0.04,-0.02,27.61
6678867,0.99,0.11,0.07,-0.01,-0.16,-1.37,2.12,9.66,-0.08,0.04,-0.02,27.61
6688482,0.99,0.11,0.07,-0.01,-0.16,-1.36,2.11,9.65,-0.15,0.04,-0.02,27.65
6698097,0.99,0.11,0.07,-0.01,-0.16,-1.35,2.12,9.66,-0.15,-0.03,-0.02,27.65
6707712,0.99,0.11,0.07,-0.01,-0.16,-1.35,2.11,9.65,-0.08,0.04,-0.02,27.68
6717327,0.99,0.11,0.07,-0.01,-0.16,-1.37,2.12,9.64,-0.08,-0.03,-0.02,27.68
6726942,0.99,0.11,0.07,-0.01,-0.16,-1.38,2.13,9.64,-0.15,-0.03,-0.02,27.62
6736557,0.99,0.11,0.07,-0.01,0.06,-1.37,2.11,9.66,-0.15,-0.03,-0.02,27.62
6746172,0.99,0.11,0.07,-0.01,0.06,-1.37,2.12,9.66,-0.15,-0.03,-0.02,27.67
6755787,0.99,0.11,0.07,-0.01,0.06,-1.37,2.12,9.65,-0.15,-0.03,-0.02,27.67
6765402,0.99,0.11,0.07,-0.01,0.06,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.63
6775017,0.99,0.11,0.07,-0.01,0.06,-1.36,2.12,9.66,-0.15,-0.03,-0.02,27.63
6784632,0.99,0.11,0.07,-0.01,0.06,-1.34,2.11,9.65,-0.15,-0.03,-0.02,27.66
6794247,0.99,0.11,0.07,-0.01,0.06,-1.36,2.11,9.65,-0.08,-0.03,-0.02,27.66
6803862,0.99,0.11,0.07,-0.01,0.04,-1.35,2.10,9.64,-0.15,0.04,-0.02,27.64
6813477,0.99,0.11,0.07,-0.01,0.04,-1.37,2.10,9.66,-0.15,-0.03,-0.02,27.64
6823092,0.99,0.11,0.07,-0.01,0.04,-1.35,2.10,9.66,-0.08,-0.03,-0.02,27.64
6832707,0.99,0.11,0.07,-0.01,0.04,-1.36,2.11,9.66,-0.08,-0.03,-0.02,27.64
6842322,0.99,0.11,0.07,-0.01,0.04,-1.35,2.12,9.64,-0.08,-0.03,-0.02,27.64
6851937,0.99,0.11,0.07,-0.01,0.04,-1.37,2.11,9.67,-0.15,-0.03,-0.02,27.63
6861552,0.99,0.11,0.07,-0.01,0.04,-1.37,2.11,9.65,-0.08,0.04,-0.02,27.63
6871167,0.99,0.11,0.07,-0.01,0.02,-1.37,2.10,9.65,-0.15,-0.03,-0.02,27.65
6880782,0.99,0.11,0.07,-0.01,0.02,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.65
6890397,0.99,0.11,0.07,-0.01,0.02,-1.36,2.11,9.65,-0.08,-0.03,-0.02,27.66
6900012,0.99,0.11,0.07,-0.01,0.02,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.66
6909627,0.99,0.11,0.07,-0.01,0.02,-1.37,2.11,9.65,-0.15,-0.03,-0.02,27.68
6919242,0.99,0.11,0.07,-0.01,0.02,-1.36,2.12,9.65,-0.15,-0.03,-0.02,27.68
6928857,0.99,0.11,0.07,-0.01,-0.11,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.65
6938472,0.99,0.11,0.07,-0.01,-0.08,-1.36,2.10,9.65,-0.08,-0.03,0.05,27.65
6948087,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.12,9.65,-0.15,-0.03,-0.02,27.64
6957702,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.11,9.66,-0.15,-0.03,-0.02,27.64
6967317,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.13,9.65,-0.08,-0.03,-0.02,27.66
6976932,0.99,0.11,0.07,-0.01,-0.08,-1.35,2.12,9.66,-0.08,-0.03,-0.02,27.66
6986547,0.99,0.11,0.07,-0.01,-0.08,-1.38,2.12,9.66,-0.15,-0.03,-0.02,27.65
6996162,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.66,-0.15,-0.03,-0.02,27.65
7005777,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.69
7015392,0.99,0.11,0.07,-0.01,-0.10,-1.37,2.13,9.67,-0.08,-0.03,-0.02,27.69
7025007,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.65,-0.15,-0.03,-0.02,27.64
7034622,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.64,-0.15,-0.10,-0.02,27.64
7044237,0.99,0.11,0.07,-0.01,-0.10,-1.35,2.12,9.65,-0.08,-0.03,-0.02,27.67
7053852,0.99,0.11,0.07,-0.01,-0.10,-1.36,2.11,9.66,-0.15,-0.03,-0.02,27.67
7063467,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.12,9.65,-0.08,-0.03,-0.02,27.67
7073082,0.99,0.11,0.07,-0.01,-0.01,-1.36,2.12,9.65,-0.08,0.04,-0.02,27.67
7082697,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.12,9.66,-0.08,-0.03,-0.02,27.62
7092312,0.99,0.11,0.07,-0.01,-0.01,-1.35,2.12,9.65,-0.15,-0.03,-0.02,27.62
7101927,0.99,0.11,0.07,-0.01,-0.01,-1.36,2.12,9.65,-0.15,-0.03,-0.02,27.61
7111542,0.99,0.11,0.07,-0.01,-0.01,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.61
7121157,0.99,0.11,0.07,-0.01,-0.01,-1.38,2.12,9.64,-0.15,-0.03,-0.02,27.66
7130772,0.99,0.11,0.07,-0.01,-0.15,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.66
7140387,0.99,0.11,0.07,-0.01,-0.15,-1.35,2.12,9.65,-0.15,-0.03,-0.02,27.66
7150002,0.99,0.11,0.07,-0.01,-0.15,-1.37,2.13,9.65,-0.15,-0.03,-0.02,27.66
7159617,0.99,0.11,0.07,-0.01,-0.15,-1.38,2.12,9.65,-0.15,-0.03,-0.02,27.66
7169232,0.99,0.11,0.07,-0.01,-0.15,-1.35,2.12,9.65,-0.15,-0.03,-0.02,27.66
7178847,0.99,0.11,0.07,-0.01,-0.15,-1.36,2.12,9.65,-0.15,-0.03,-0.02,27.62
7188462,0.99,0.11,0.07,-0.01,-0.15,-1.37,2.11,9.65,-0.15,-0.03,-0.02,27.62
7198077,0.99,0.11,0.07,-0.01,-0.14,-1.36,2.12,9.66,-0.08,-0.03,-0.02,27.66
7207692,0.99,0.11,0.07,-0.01,-0.14,-1.37,2.12,9.64,-0.15,-0.03,-0.02,27.66
7217307,0.99,0.11,0.07,-0.01,-0.14,-1.35,2.12,9.67,-0.15,-0.03,-0.02,27.66
7226922,0.99,0.11,0.07,-0.01,-0.14,-1.37,2.12,9.65,-0.08,-0.03,-0.02,27.61
7236537,0.99,0.11,0.07,-0.01,-0.14,-1.35,2.12,9.65,-0.08,-0.03,-0.02,27.61
7246152,0.99,0.11,0.07,-0.01,-0.14,-1.35,2.12,9.67,-0.15,-0.03,-0.02,27.65
7255767,0.99,0.11,0.07,-0.01,-0.15,-1.36,2.10,9.67,-0.15,-0.03,-0.02,27.65
7265382,0.99,0.11,0.07,-0.01,-0.15,-1.36,2.10,9.66,-0.08,-0.03,-0.09,27.62
7274997,0.99,0.11,0.07,-0.01,-0.15,-1.36,2.13,9.66,-0.15,-0.03,-0.02,27.62
